Entity ID 1,Entity Name 1,Entity ID 2,Entity Name 2,Similarity
deepfake-generation-tools,"Deepfake generation tools",unidentified-deepfake-generation-tools,"Unidentified deepfake generation tools",82.76
california-community-colleges,"California community colleges",california-community-college-students,"California community college students",82.76
local-law-enforcement-officers,"local law enforcement officers",local-law-enforcement,"Local law enforcement",82.61
california-residents,"California residents",southern-california-residents,"Southern California residents",82.61
arriani-jaileen-arroyo,"Arriani Jaileen Arroyo",arriani-jaileen-arroyo's-family,"Arriani Jaileen Arroyo's family",82.61
vanderbilt-university,"Vanderbilt University",vanderbilt-university-students,"Vanderbilt University students",82.61
british-royal-family,"British Royal Family",british-royal-family's-staff,"British Royal Family's staff",82.61
russia-linked-network,"Russia-linked network",russian-linked-scam-network,"Russian-linked scam network",82.61
general-public-of-australia,"General public of Australia",general-public-of-armenia,"General public of Armenia",82.61
unknown-deepfake-technology-developers,"Unknown deepfake technology developers",unknown-deepfake-technology-apps,"Unknown deepfake technology apps",82.54
unknown-deepfake-technology-creator,"Unknown deepfake technology creator",unknown-deepfake-technology-apps,"Unknown deepfake technology apps",82.54
students,"students",us-students,"US students",82.35
twitch-content-creators,"Twitch content creators",content-creators,"Content creators",82.35
mcdonald's,"McDonald's",mcdonalds,"McDonalds",82.35
tumblr-content-creators,"Tumblr content creators",content-creators,"Content creators",82.35
palestinian-social-media-users,"Palestinian social media users",ukrainian-social-media-users,"Ukrainian social media users",82.35
university-of-illinois-students,"University of Illinois students",university-of-illinois,"University of Illinois",82.35
lgbtq-people-of-color,"LGBTQ people of color",people-of-color,"People of color",82.35
people-having-non-midwestern-american-accent,"people having non-Midwestern-American accent",call-center-agents-having-non-midwestern-american-accent,"call center agents having non-Midwestern-American accent",82.35
small-businesses-in-india,"small businesses in India",small-businesses,"small businesses",82.35
nohemi-gonzalez,"Nohemi Gonzalez",nohemi-gonzalez-family,"Nohemi Gonzalez family",82.35
female-content-creators,"female content creators",content-creators,"Content creators",82.35
eu-citizens,"EU Citizens",citizens,"Citizens",82.35
western-australia-department-of-justice,"Western Australia Department of Justice",western-australia-department-of-justice-senior-staff-members,"Western Australia Department of Justice senior staff members",82.35
yang-moumou,"Yang Moumou",shang-moumou,"Shang Moumou",82.35
yang-moumou,"Yang Moumou",zhang-moumou,"Zhang Moumou",82.35
dream-unlimited,"Dream Unlimited",dream-unlimited-corp.,"Dream Unlimited Corp.",82.35
michigan-state-facial-recognition-system,"Michigan state facial recognition system",statewide-facial-recognition-systems,"Statewide facial recognition systems",82.35
clothoff.io,"Clothoff.io",clothoff,"Clothoff",82.35
j.f.-(texas-teen),"J.F. (Texas teen)",j.f.-(texas-teenager),"J.F. (Texas teenager)",82.35
captions,"Captions",captions-ai,"Captions AI",82.35
geisel-school-of-medicine,"Geisel School of Medicine",geisel-school-of-medicine's-students,"Geisel School of Medicine's students",82.14
japanese-generative-ai-companies,"Japanese generative AI companies",unnamed-generative-ai-companies,"Unnamed generative AI companies",82.14
unknown-deepfake-creator,"Unknown deepfake creator",unknown-deepfake-technology-creator,"Unknown deepfake technology creator",82.14
unknown-chinese-tiktok-users,"Unknown Chinese TikTok users",unknown-tiktok-users-from-china,"Unknown TiKTok users from China",82.14
unknown-large-language-model-developers,"Unknown large language model developers",unknown-large-language-models,"Unknown large language models",82.14
unknown-ai-news-platform-developer,"Unknown AI news platform developer",unknown-ai-news-platform,"Unknown AI news platform",82.14
underrepresented-groups,"underrepresented groups",underrepresented-genders,"Underrepresented genders",82.05
social-media-users,"social media users",american-social-media-users,"American social media users",82.05
amazon-delivery-drivers,"Amazon delivery drivers",amazon-delivery-workers,"Amazon delivery workers",82.05
twitter-non-male-users,"Twitter non-male users",twitter-non-white-users,"Twitter non-white users",82.05
italian-general-public,"Italian general public",yunnan-general-public,"Yunnan general public",82.05
italian-general-public,"Italian general public",sichuan-general-public,"Sichuan general public",82.05
unknown-deepfake-tool,"Unknown deepfake tool",unknown-deepfake-app,"Unknown deepfake app",82.05
unknown-voice-cloning-technology-developer,"Unknown voice cloning technology developer",various-voice-cloning-technology-developers,"Various voice cloning technology developers",82.05
unknown-tiktok-users-from-china,"Unknown TiKTok users from China",unknown-tiktok-users-from-nigeria,"Unknown TikTok users from Nigeria",81.97
unknown-tiktok-users-from-iran,"Unknown TikTok users from Iran",unknown-tiktok-users-from-vietnam,"Unknown TikTok users from Vietnam",81.97
ai-deepfake-generation-tools,"AI deepfake generation tools",unidentified-deepfake-generation-tools,"Unidentified deepfake generation tools",81.97
security-officers-at-charlotte-mecklenburg-schools,"security officers at Charlotte Mecklenburg Schools",teachers-at-charlotte-mecklenburg-schools,"teachers at Charlotte Mecklenburg Schools",81.93
communities-of-color,"communities of color",california-communities-of-color,"California communities of color",81.82
aurora-police-department,"Aurora Police Department",troy-police-department,"Troy Police Department",81.82
passengers,"Passengers",bus-passengers,"bus passengers",81.82
interviewers-of-remote-work-positions,"interviewers of remote-work positions",employers-of-remote-work-positions,"employers of remote-work positions",81.82
nathan-dennis-white,"Nathan Dennis White",nathan-dennis-white's-family,"Nathan Dennis White's family",81.82
durham-police-department,"Durham Police Department",miami-police-department,"Miami Police Department",81.82
minority-communities,"minority communities",chicago-minority-communities,"Chicago Minority Communities",81.82
unnamed-high-school-students,"unnamed high school students",high-school-students,"high school students",81.82
law-professors,"law professors",professors,"Professors",81.82
unnamed-deepfake-technology-developers,"Unnamed deepfake technology developers",unknown-deepfake-technology-developer,"Unknown deepfake technology developer",81.82
unknown-political-operatives,"Unknown political operatives",political-operatives,"Political operatives",81.82
department-of-state,"Department of State",united-states-department-of-state,"United States Department of State",81.82
australian-general-public,"Australian general public",general-public-of-australia,"General public of Australia",81.82
unknown-tiktok-user,"Unknown TikTok user",unknown-chinese-tiktok-users,"Unknown Chinese TikTok users",81.82
unspecified-large-language-model-developers,"Unspecified large language model developers",unnamed-large-language-model-developer,"Unnamed large language model developer",81.82
ai-developers,"AI developers",ai-developr,"AI developr",81.82
gemini-1.5-pro,"Gemini 1.5 Pro",gemini-pro,"Gemini Pro",81.82
unnamed-generative-ai-tools,"Unnamed generative AI tools",generative-ai-tools,"Generative AI tools",81.82
generative-ai-tools,"Generative AI tools",unknown-generative-ai-tools,"Unknown generative AI tools",81.82
generative-ai-tools,"Generative AI tools",various-generative-ai-tools,"Various generative AI tools",81.82
ai-deepfake-technology,"AI deepfake technology",deepfake-technology-apps,"Deepfake technology apps",81.82
general-public-of-kenya,"General public of Kenya",general-public-of-turkey,"General public of Turkey",81.82
general-public-of-china,"General public of China",general-public-of-ukraine,"General public of Ukraine",81.82
general-public-of-china,"General public of China",general-public-of-spain,"General public of Spain",81.82
unknown-voice-cloning-technology-developer,"Unknown voice cloning technology developer",unknown-ai-voice-cloning-developers,"Unknown AI voice cloning developers",81.69
unknown-ai-developers,"Unknown AI developers",unknown-ai-analytics-developers,"Unknown AI analytics developers",81.63
unknown-ai-developers,"Unknown AI developers",unknown-generative-ai-developers,"Unknown generative AI developers",81.63
google-users,"Google users",google-docs-users,"Google Docs users",81.48
google-users,"Google users",google-drive-users,"Google Drive users",81.48
amazon-users,"Amazon users",amazon-echo-users,"Amazon Echo users",81.48
tiktok-users,"TikTok users",tiktok-male-users,"TikTok male users",81.48
stability-ai,"Stability AI",stability-ai-inc.,"Stability AI Inc.",81.48
stability-ai,"Stability AI",stability-ai-ltd.,"Stability AI Ltd.",81.48
ron-desantis's-presidential-campaign,"Ron DeSantis's presidential campaign",biden-presidential-campaign,"Biden presidential campaign",81.48
taylor-swift-fans,"Taylor Swift fans",taylor-swift,"Taylor Swift",81.48
selena-gomez-fans,"Selena Gomez fans",selena-gomez,"Selena Gomez",81.48
ree-drummond,"Ree Drummond",ree-drummond-fans,"Ree Drummond fans",81.48
character.ai,"Character.AI",character.ai-users,"Character.AI users",81.48
unknown-ai-graphic-tool-developer,"Unknown AI graphic tool developer",unknown-ai-graphic-tool,"Unknown AI graphic tool",81.48
unspecified-large-language-model-developer,"Unspecified large language model developer",large-language-model-developers,"Large language model developers",81.36
black-students,"Black students",pasco-black-students,"Pasco Black students",81.25
natural-cycles,"Natural Cycles",natural-cycles-users,"Natural Cycles users",81.25
local-law-enforcement,"Local law enforcement",law-enforcement,"Law enforcement",81.25
general-public,"General public",italian-general-public,"Italian general public",81.25
general-public,"General public",french-general-public,"French general public",81.25
general-public,"General public",alaska-general-public,"Alaska general public",81.25
unknown-deepfake-technology-creators,"Unknown deepfake technology creators",unknown-deepfake-technology-apps,"Unknown deepfake technology apps",81.25
victims-of-romance-scams-in-singapore,"Victims of romance scams in Singapore",victims-of-romance-scams-in-malaysia,"Victims of romance scams in Malaysia",81.25
international-criminal-court-investigators,"International Criminal Court investigators",international-court-of-justice-investigators,"International Court of Justice investigators",81.16
oregon-department-of-human-services,"Oregon Department of Human Services",australian-department-of-human-services,"Australian Department of Human Services",81.16
ukrainian-public,"Ukrainian public",ukrainian-general-public,"Ukrainian general public",81.08
twitter-users-of-small-language-groups,"Twitter users of small language groups",facebook-users-of-small-language-groups,"Facebook users of small language groups",81.08
state-governments,"State governments",idaho-state-government,"Idaho state government",81.08
trump-supporters,"Trump supporters",donald-trump-supporters,"Donald Trump supporters",81.08
troy-police-department,"Troy Police Department",miami-police-department,"Miami Police Department",80.95
new-jersey-transit,"New Jersey Transit",new-jersey-transit-passengers,"New Jersey Transit passengers",80.95
general-public-of-italy,"General public of Italy",general-public-of-kenya,"General public of Kenya",80.95
general-public-of-malta,"General public of Malta",general-public-of-kenya,"General public of Kenya",80.95
large-language-models,"Large language models",users-of-large-language-models,"Users of large language models",80.95
unnamed-south-gyeongsang-province-produce-plant,"Unnamed South Gyeongsang province produce plant",unnamed-south-gyeongsang-province-produce-distribution-center,"Unnamed South Gyeongsang province produce distribution center",80.90
facebook-content-creators,"Facebook content creators",facebook-content-moderators,"Facebook content moderators",80.85
texas-aandm-university,"Texas A&M University",texas-aandm-university-students,"Texas A&M University students",80.85
oakland-police-department,"Oakland Police Department",atlanta-police-department,"Atlanta Police Department",80.85
generative-ai-systems,"Generative AI systems",unnamed-generative-ai-system,"Unnamed generative AI system",80.85
general-public-of-arizona,"General public of Arizona",general-public-of-armenia,"General public of Armenia",80.85
american-social-media-users,"American social media users",social-media-users-in-latin-america,"Social media users in Latin America",80.77
greeks-in-the-united-kingdom,"Greeks in the United Kingdom",romanians-in-the-united-kingdom,"Romanians in the United Kingdom",80.77
unknown-deepfake-tools,"Unknown deepfake tools",unknown-deepfake-generation-tools,"Unknown deepfake generation tools",80.77
unknown-deepfake-creator,"Unknown deepfake creator",unknown-deepfake-technology-creators,"Unknown deepfake technology creators",80.70
unknown-deepfake-creators,"Unknown deepfake creators",unknown-deepfake-technology-creator,"Unknown deepfake technology creator",80.70
unknown-ai-image-generators,"Unknown AI image generators",unknown-ai-generated-image-creators,"Unknown AI-generated image creators",80.70
facebook-users-interested-in-accessibility,"Facebook users interested in accessibility",facebook-users-interested-in-arts,"Facebook users interested in arts",80.65
unknown-large-language-model-developer,"Unknown large language model developer",unnamed-large-language-model-developer,"Unnamed large language model developer",80.65
victims-of-romance-scams-in-taiwan,"Victims of romance scams in Taiwan",victims-of-romance-scams-in-singapore,"Victims of romance scams in Singapore",80.65
victims-of-romance-scams-in-taiwan,"Victims of romance scams in Taiwan",victims-of-romance-scams-in-malaysia,"Victims of romance scams in Malaysia",80.65
university-of-north-carolina-at-wilmington,"University of North Carolina at Wilmington",university-of-north-carolina,"University of North Carolina",80.60
unknown-deepfake-technology-developers,"Unknown deepfake technology developers",unknown-deepfake-technology-creators,"Unknown deepfake technology creators",80.60
unknown-deepfake-technology-developers,"Unknown deepfake technology developers",various-deepfake-technology-developers,"Various deepfake technology developers",80.60
scammers-impersonating-google-employees,"Scammers impersonating Google employees",scammers-impersonating-google-staff,"Scammers impersonating Google staff",80.60
two-unnamed-middle-school-boys,"Two unnamed middle school boys",classmates-of-two-unnamed-middle-school-boys,"Classmates of two unnamed middle school boys",80.56
passengers-in-autonomous-vehicles-using-lidar,"Passengers in autonomous vehicles using LIDAR",drivers-and-passengers-in-autonomous-vehicles,"Drivers and passengers in autonomous vehicles",80.52
unnamed-18-year-old-manuel-belgrano-male-student,"Unnamed 18-year-old Manuel Belgrano male student",unnamed-manuel-belgrano-female-students,"Unnamed Manuel Belgrano female students",80.52
united-states-department-of-education,"United States Department of Education",united-states-department-of-education-financial-databases,"United States Department of Education financial databases",80.49
chinese-minority-groups,"Chinese minority groups",minority-groups,"Minority Groups",80.00
google-photos-users,"Google Photos users",google-photos,"Google Photos",80.00
instagram-users,"Instagram users",instagram-sellers,"Instagram sellers",80.00
instagram-users,"Instagram users",instagram-business-users,"Instagram Business users",80.00
ugandan-government,"Ugandan government",henan-government,"Henan government",80.00
thai-citizens,"Thai citizens",elder-thai-citizens,"elder Thai citizens",80.00
alexa-device-owners,"Alexa Device Owners",device-owners,"Device Owners",80.00
detroit-police-department,"Detroit Police Department",police-departments,"Police departments",80.00
proctorio,"Proctorio",proctoru,"ProctorU",80.00
women-of-sex-tech-conference-attendants,"Women of Sex Tech conference attendants",women-of-sex-tech-conference-organizers,"Women of Sex Tech conference organizers",80.00
researchers,"Researchers",duke-researchers,"Duke researchers",80.00
gender-minority-groups,"gender minority groups",minority-groups,"Minority Groups",80.00
tiktok-male-teenager-users,"TikTok male teenager users",tiktok-male-users,"TikTok male users",80.00
racial-minority-groups,"racial minority groups",minority-groups,"Minority Groups",80.00
youtube-content-creators,"YouTube content creators",content-creators,"Content creators",80.00
salta-teenage-girls,"Salta teenage girls",teenage-girls,"teenage girls",80.00
media-organizations-in-crimea,"media organizations in Crimea",media-organizations,"Media organizations",80.00
airplane-passengers,"Airplane Passengers",airline-passengers,"Airline Passengers",80.00
chicago-police-department,"Chicago Police Department",police-departments,"Police departments",80.00
honolulu-police-department,"Honolulu Police Department",police-departments,"Police departments",80.00
aurora-police-department,"Aurora Police Department",police-departments,"Police departments",80.00
male-facebook-users,"male Facebook users",black-facebook-users,"Black Facebook users",80.00
apple,"Apple",rappler,"Rappler",80.00
arkansas-department-of-human-services,"Arkansas Department of Human Services",australian-department-of-human-services,"Australian Department of Human Services",80.00
uk-drivers,"UK drivers",drivers,"Drivers",80.00
fast-enterprises,"Fast Enterprises",enterprises,"Enterprises",80.00
atlanta-police-department,"Atlanta Police Department",police-departments,"Police departments",80.00
chatgpt-users,"ChatGPT users",chatgpt-macos-users,"ChatGPT macOS users",80.00
henan-government,"Henan government",american-government,"American government",80.00
henan-government,"Henan government",iranian-government,"Iranian government",80.00
durham-police-department,"Durham Police Department",police-departments,"Police departments",80.00
koko-customers,"Koko customers",customers,"Customers",80.00
joe-rogan,"Joe Rogan",joe-rogan-fans,"Joe Rogan fans",80.00
randall-reid,"Randall Reid",randal-quran-reid,"Randal Quran Reid",80.00
unnamed-high-school-students,"unnamed high school students",aledo-high-school-students,"Aledo High School students",80.00
unnamed-high-school-students,"unnamed high school students",hingham-high-school-students,"Hingham High School students",80.00
dubuque-police-department,"Dubuque Police Department",police-departments,"Police departments",80.00
anonymous-pashto-speaking-refugee,"anonymous Pashto-speaking refugee",pashto-speaking-refugees,"Pashto-speaking refugees",80.00
chatgpt,"ChatGPT",chatgpt-4o,"ChatGPT 4o",80.00
llama,"LLaMA",llama-3,"Llama 3",80.00
llama,"LLaMA",llama-2,"Llama 2",80.00
government-of-japan,"Government of Japan",government-of-iran,"Government of Iran",80.00
bpo-companies,"BPO companies",companies,"Companies",80.00
zachariah-crabill,"Zachariah Crabill",zachariah-crabill's-client,"Zachariah Crabill's client",80.00
x-(twitter),"X (Twitter)",x-(twitter)-users,"X (Twitter) users",80.00
deepfake-website-operators,"Deepfake website operators",website-operators,"Website operators",80.00
general-public-in-india,"General public in India",general-public-in-thailand,"General public in Thailand",80.00
general-public-in-india,"General public in India",general-public-of-indonesia,"General public of Indonesia",80.00
unknown-deepfake-technology-developer,"Unknown deepfake technology developer",unknown-deepfake-technology-creator,"Unknown deepfake technology creator",80.00
gpt-4,"GPT-4",gpt-4.5,"GPT-4.5",80.00
organizations-using,"Organizations using",organizations,"Organizations",80.00
unknown-ai-developers,"Unknown AI developers",unknown-black-hat-ai-developers,"Unknown black-hat AI developers",80.00
unknown-ai-developers,"Unknown AI developers",unknown-llm-developer,"Unknown LLM developer",80.00
italian-general-public,"Italian general public",uk-general-public,"UK general public",80.00
organizations,"Organizations",media-organizations,"Media organizations",80.00
french-general-public,"French general public",uk-general-public,"UK general public",80.00
uk-general-public,"UK general public",alaska-general-public,"Alaska general public",80.00
microsoft-copilot-users,"Microsoft Copilot users",microsoft-copilot-developers,"Microsoft Copilot developers",80.00
google-gemini-users,"Google Gemini users",google-gemini,"Google Gemini",80.00
x-users,"X users",users,"Users",80.00
cody-enterprise,"Cody Enterprise",cody-enterprise-readers,"Cody Enterprise readers",80.00
employees,"Employees",wpp-employees,"WPP employees",80.00
microsoft-copilot,"Microsoft Copilot",microsoft-copilot-developers,"Microsoft Copilot developers",80.00
unknown-chatbot-developer,"Unknown chatbot developer",unknown-developer,"Unknown developer",80.00
ai-developers,"AI developers",llm-developers,"LLM developers",80.00
ai-models,"AI models",openai-models,"OpenAI models",80.00
zhang-mouguo,"Zhang Mouguo",zhang-moumou,"Zhang Moumou",80.00
police-departments,"Police departments",austin-police-department,"Austin Police Department",80.00
unknown-x-(twitter)-user,"Unknown X (Twitter) user",unknown-twitter-user,"Unknown Twitter user",80.00
ai-identity-theft-victims-in-china,"AI identity theft victims in China",identity-theft-victims,"Identity theft victims",80.00
tang-mou,"Tang Mou",yang-moumou,"Yang Moumou",80.00
yang-moumou,"Yang Moumou",wang-mou,"Wang Mou",80.00
yunnan-general-public,"Yunnan general public",sichuan-general-public,"Sichuan general public",80.00
hingham-high-school-students,"Hingham High School students",hingham-high-school,"Hingham High School",80.00
unknown-deepfake-tool,"Unknown deepfake tool",unknown-deepfake-apps,"Unknown deepfake apps",80.00
unknown-deepfake-tools,"Unknown deepfake tools",unknown-deepfake-app,"Unknown deepfake app",80.00
martin-luther-king-jr.,"Martin Luther King Jr.",family-of-martin-luther-king-jr.,"Family of Martin Luther King Jr.",80.00
unknown-deepfake-technology-apps,"Unknown deepfake technology apps",unknown-deepfake-apps,"Unknown deepfake apps",80.00
anonymous-sydney-area-high-school-students,"Anonymous Sydney area high school students",unknown-sydney-area-high-school-student,"Unknown Sydney area high school student",80.00
michigan-state-facial-recognition-system,"Michigan state facial recognition system",florida-state-facial-recognition-system,"Florida state facial recognition system",80.00
end-users-of-undisclosed-middle-eastern-ai-powered-cloud-call-center-platform,"End users of undisclosed Middle Eastern AI-powered cloud call center platform",undisclosed-ai-powered-cloud-call-center-platform,"Undisclosed AI-powered cloud call center platform",80.00
unidentified-deepfake-generation-tools,"Unidentified deepfake generation tools",unknown-deepfake-generation-tools,"Unknown deepfake generation tools",80.00
long-eaton-gallery,"Long Eaton Gallery",long-eaton-gallery-customers,"Long Eaton Gallery customers",80.00
general-public-of-italy,"General public of Italy",general-public-of-pakistan,"General public of Pakistan",80.00
general-public-of-germany,"General public of Germany",general-public-of-armenia,"General public of Armenia",80.00
general-public-of-germany,"General public of Germany",general-public-of-bermuda,"General public of Bermuda",80.00
general-public-of-malta,"General public of Malta",general-public-of-pakistan,"General public of Pakistan",80.00
gmail's-spam-filter,"Gmail's spam filter",yahoo!-mail's-spam-filter,"Yahoo! Mail's spam filter",80.00
gmail's-spam-filter,"Gmail's spam filter",laposte-mail's-spam-filter,"LaPoste Mail's spam filter",80.00
general-public-of-bolivia,"General public of Bolivia",general-public-of-nigeria,"General public of Nigeria",80.00
unknown-large-language-model,"Unknown large language model",large-language-models,"Large language models",80.00
large-language-models,"Large language models",unnamed-large-language-model,"Unnamed large language model",80.00
deepseek,"DeepSeek",deepseek-r1,"DeepSeek R1",80.00
deepseek,"DeepSeek",deepseek-ai,"DeepSeek AI",80.00
general-public-of-australia,"General public of Australia",general-public-of-nigeria,"General public of Nigeria",80.00
los-angeles-times,"Los Angeles Times",los-angeles-times-readers,"Los Angeles Times readers",80.00
scammers-impersonating-jin-dong,"Scammers impersonating Jin Dong",scammers-impersonating-the-irs,"Scammers impersonating the IRS",80.00
lookers-land-rover,"Lookers Land Rover",lookers-land-rover-customers,"Lookers Land Rover customers",80.00
general-public-of-texas,"General public of Texas",general-public-of-tromso,"General public of Tromsø",80.00
general-public-of-texas,"General public of Texas",general-public-of-turkey,"General public of Turkey",80.00
general-public-of-norway,"General public of Norway",general-public-of-nigeria,"General public of Nigeria",80.00
general-public-of-zambia,"General public of Zambia",general-public-of-nigeria,"General public of Nigeria",80.00
